alex排名	域名
122221	stisitelkom.ac.id@ns2.stisitelkom.ac.id
122225	mommypoppins.com@ns2.mommypoppins.com
122266	300mbunited.com@ns2.300mbunited.com
122282	cnergyis.com@ns2.net4india.com
122295	mycity.rs@heart.mycity-hosting.com
122299	peachpai.net@ns2.is-dns.com
122321	atlaskhodro.com@ns6.zoneedit.co.uk
122344	macrobusiness.com.au@ns1.cromova.net
122349	on-veut-du-cul.com@ns.mycyberhosting.com
122358	divine-music.info@ns2.divine-music.info
122361	proisp.no@ns1.proisp.no
122369	callofgods.com@ns2.callofgods.com
122370	saikyobank.co.jp@ns1.agilit-hosting.com
122386	sheetram.com@ns1.sheetram.net
122389	erosland.it@dns2.dvdland.it
122395	yeah69x.com@ns1.idfnv.net
122410	fujiq.jp@ns.fujikyu-is.com
122414	pornojam.com@ns2.pornojam.com
122416	kcbbankgroup.com@ns1.swiftkenya.com
122420	control.com@ns1.yesod.org
122441	trendsoundpromoter.com@ns1.ns64.com
122444	reseliva.com@ns1.reseliva.net
122446	yemenhr.com@ns1.yemenvista.com
122454	akb-clinic.com@ns2.server.jp
122459	trainpetdog.com@ns8.zoneedit.com
122462	ebook28.com@ns2.hostingbay.net
122465	utem.edu.my@utem01.utem.edu.my
122472	socialtask.ru@ns1.altweb.ru
122478	mywibes.com@ns1.lithit1.com
122481	ehyz.com@ns2.toppornsearch.com
122491	epo.gr@ns0.hol.gr
122492	colciencias.gov.co@ns2.saldarriaga.net
122498	elephorm.com@ns381674.ovh.net
122502	farkinda.com@ultra102.uk2.net
122511	gipl.net@ns2.gipl.net
122521	maturefilmtube.com@ns1.getdns.org
122525	inextplacements.com@ns5.kolkatahosting.net
122531	golestanema.com@ns1.golestanema.com
122538	gazelle.nl@nsauth1.bit.nl
122575	adsltv.org@ns2307933.ovh.net
122585	directlog.com.br@ns1.directlog.com.br
122593	russianamerica.com@ns.russianamerica.com
122596	hicomm.bg@ns3.virusadv.com
122607	ppcindo.com@ns2.fastnet.name
122609	matrix.ua@ns3.ua-top.net
122620	ptcbezkonce.com@ns1.buxdepot.com
122624	acer-club.ru@ns2.majordomo.ru
122625	imageup.ru@ns9.zoneedit.com
122628	student.com@ns2.superb.net
122643	sawasdmarket.com@ns1.thekonnex.com
122652	tabletka.by@ns1.bn.by
122656	succeedwithsean.com@ns2.web100k.com
122657	indiagarage.com@ns2.logiprism.com
122660	wagg.it@ns2.sedoparking.com
122672	lgeccu.org@ns1.cl.bellsouth.net
122681	transphoto.ru@ns2.nthost.ru
122717	civishir.hu@ns1.saxonsoft.hu
122722	samidirect.com@ns2.net4india.com
122733	iomega.com@dns2.iomega.com
122738	enportal.hu@vh.deninet.hu
122749	ecetra.com@ns3.it-austria.net
122750	michoacan.gob.mx@dns1.michoacan.gob.mx
122753	faceparty.com@ns7.register1.net
122793	culy.nl@ns2.wpk1.net
122796	rlfans.com@ns1.gradwell.net
122803	windows7forum.pl@ns2.vps.webahead.pl
122811	loups-garous-en-ligne.com@ns310436.ovh.net
122822	flippish.com@ns2.hivelocity.net
122824	51ra.com@ns2.sedoparking.com
122845	listentotaxman.com@ns2.publish365.com
122846	legavox.fr@ns1.webaxys.net
122847	tntech.edu@ns2.tntech.edu
122853	kleeja.com@ns2.moffed.com
122858	forumsatelit.com@ns2.saranadata.com
122867	17t17p.com@ns2.17t17p.com
122888	sweetgirlstube.com@ns3.mature-bitches.com
122921	quotescover.com@ns2.colorbe.com
122964	smsfi.com@ns2.mantracafe.com
122967	yourlifechoices.com.au@ns1.secure.net
122978	hdrsoft.com@ns3.serverhost.net
122988	mkstyle.net@ns2.sixcore.ne.jp
123047	bintnet.com@ns1.bintnet.net
123063	cinemex.com.mx@dns2.usvx.net
123075	nbg.com.cn@ns1.nbg.cn
123079	forestview.gr@dns2.papaki.gr
123080	rusmedserver.ru@ns10.erahosting.net
123081	watzupdeal.com@ns8.indialinks.com
123087	lunariffic.com@ns2.lunariffic.com
123114	alltheshopsonline.co.uk@ns2.mainnameserver.com
123136	jigsaw2order.com@ns1.hostdns4u.com
123157	gauherchaudhry.com@ns1.ipromotemedia.com
123171	imgdroles.com@ns2.imgdroles.com
123183	customwritings.com@ns1.securityspace.net
123190	pando.com@linux2.franticllc.com
123210	himawari-group.co.jp@nsn002.i-asp.ne.jp
123218	ekipa.mk@dns1.it-box.org
123221	mada.com.kw@ns2.mada.net.kw
123236	placs.net@ns1.placs.net
123247	ceropolitica.com@ns1.victorhost.net
123250	bankmega.com@ns1.bankmega.com
123256	dom-me4ty.ru@ns1.uspehinfo.ru
123273	davessuperdeals.com@ns1.vrewebhost.com
123301	digieros.com@ns.nexylan.net
123312	tronderavisa.no@name.adresseavisen.no
123328	forin.gr@ns1.internet.gr
123348	thephotography.kr@ns1.nayana.kr
123356	firectory.com@ns1.dl-sounds.com
123360	ciao-shopping.nl@dns2.progtech.net
123362	gai9x.net@NS1.TENTEN.VN
123363	mistressdestiny.com@ns1.servers.adulteuhost.net
123364	installmonetizer.com@ns2.installmonetizer.com
123367	forestpub.co.jp@ns2.jcity.com
123370	sfmeble.pl@dns2.rootvps.pl
123371	rcmart.com@ns1.rcmart.com
123434	gurgaonproperties.net@ns.r4h.com
123436	hardestthumbs.com@ns1.sersh.com
123438	mypspiso.com@ns2.mypspiso.com
123441	cth.co.th@www.maccenter.co.th
123445	teratomasupport.com@ns2.teratomasupport.com
123460	property118.com@ns2.heartinternet.co.uk
123464	fruitblog.net@sv.fruitblog.net
123467	syndetics.com@dns0.mtgsy.com
123472	liveblogi.ru@ns2.liveblogi.ru
123484	trovit.my@ns2.trovit.com
123498	zjstv.com@ns.zrtg.com
123504	tigo.com.sv@www.telemovil.com
123508	milliondollartransportation.net@ns2.joeledavis.com
123509	jobboy.com@ns1.jobboy.com
123516	eomega.org@ns1.lpnoc.net
123525	unirc.it@dns2.unirc.it
123531	fullofthings.com@ns2.fullofthings.com
123572	manmaru-shop.info@ns3.xserver.jp
123585	nus.org.uk@ns1.hostingwizard.co.uk
123593	mommys4seasonsjourney.com@ns1.airwaterearthfire.com
123597	ccie.pl@fns1.42.pl
123609	venusmoms.com@ns2.alpha-space.com
123621	primo168.tw@ns1.primo168.tw
123624	recomendacionfinanciera.com@ns1.myergos.com
123639	llli.org@dns1.name-s.net
123665	monbebe.com@ns206716.ovh.net
123676	etha.com.tr@ns2.etha.com.tr
123686	salonhogar.com@ns1.nameserve.net
123690	xpornit.com@ns2.missmodels.org
123705	verkeerscentrum.be@ns2.belfla.be
123712	bikeshop.ro@ns3.rohub.com
123713	schoolnet.com@ns1.powerschool.com
123721	angryasianman.com@dns6.doteasy.com
123724	ahgame.com@ns5.bolead.com
123725	ad175.com@ns4.01isp.net
123736	online-promos.net@ns2.ampedmedia.com
123742	juegos-porno.org@ns3.hostingtgdns.com
123813	ngw.com.cn@ns1.atworks.com.cn
123817	instantbookmarkings.com@ns1.financialbazar.com
123822	fitnessfashionfreebies.com@ns2.airwaterearthfire.com
123824	jiggys-shop.jp@ns1.future-s.com
123844	fischer.cz@ns2.fischer.cz
123849	sexgamepark.com@ns2.pixelvaniya.com
123861	price-altai.ru@ns2.yandrey.ru
123868	musin.de@ns.musin.de
123869	suple.net@dns11.linuxpl.com
123879	wanacash.com@ns.mycyberhosting.com
123885	markintalk.ru@dns28.yutex.ru
123887	wownews.tw@rsdn1.octor.com
123892	hutc.zj.cn@hutc-net3.hutc.zj.cn
123923	max-3000.com@ns2.wbloger.com
123941	exafm.com@dns2.mvs.com.mx
123963	shimamurakun.net@ns2.star-domain.jp
123976	romsite.net@ns2.romsite.net
123984	hnair.net@ns1.hnair.com
123987	celebslists.com@ns2.celebslists.com
123989	exabody.jp@ns1.agilit-hosting.com
123998	trygroup.com@ns2.inet.ad.jp
124015	triviaxp.com@ns2.gdens.com
124021	dengekiya.com@ns04.dns.asciimw.jp
124029	stroy.ru@ns.kentonmedia.com
124053	justcommodores.com.au@ns2.e-access.com.au
124058	ohs.com.cn@dns4.cnsun.net
124073	tomanthony.co.uk@ns2.xssl.net
124075	apaczka.pl@dns2.compi.net.pl
124086	outwar.com@dns.outwar.com
124088	ccohs.ca@ns2.netaccess.ca
124100	vashsad.ua@ns1.1gb.ua
124106	ruscable.ru@ns2.majordomo.ru
124123	kimintelefonu.com@ns02.mikroturkdns.com
124143	rlo.com.cn@ns1.sedoparking.com
124164	idealuceonline.it@ns1.idealuceonline.com
124165	coachfederation.org@ns12.zoneedit.com
124167	jxsk.net@dns1.3366dns.com
124182	etravel.cz@manon.vellum.cz
124185	dollar2host.com@ns2.dollar2host.com
124194	afterlogic.com@ns7.zoneedit.com
124199	gdf.gov.it@dns2.fastweb.it
124227	hdnux.com@ns2.hearstnp.com
124229	ostan-th.ir@ns1.ostan-th.ir
124232	fasttypers.org@ns2.zoneedit.com
124234	tamiltvp.com@ns2.nksupport.com
124238	futbolcup.pl@ns2.virtualminds.de
124239	editionsatlas.fr@ns6.zoneedit.co.uk
124245	exneighbor.com@ns1.placebutterfly.com
124247	red-card.gr@dns2.papaki.gr
124256	uca.edu.sv@ns.uca.edu.sv
124263	createcoolapps.com@ns.dimeconsultants.com
124267	onthebox.com@dns1.mediacorphost.co.uk
124276	indiadekh.com@ns1.automobileindia.com
124284	newsvolos.com@ns2.newsvolos.com
124305	auslandsvorwahlen.net@ns02.1blu.de
124311	qz828.com@ns.qz828.com
124325	barca.ru@ns1.vip8-amedia.ru
124353	freeadsinuk.co.uk@ns2.i-ns.net
124371	imal2u.com@ns1.dnsexit.com
124377	vps-10.com@ns.mainnameserver.com
124384	sougaku.com@ns4.xserver.jp
124389	uploadbox.com@ns2.voodoo.com
124394	adside.com@lvs1.doclix.com
124415	dizifilmizleyim.com@ns1.dizifilmizleyim.com
124424	mergersandinquisitions.com@ns1.mergersandinquisitions.com
124435	lawqa.com@ns1.lawqa.com
124455	oiseaux.net@ns2266732.ovh.net
124457	freemania.net@ns1.freemania.net
124461	offtop.ru@ns1.trixx.ru
124465	tvjam.ru@ns2.tvjam.ru
124474	manners.nl@ns2.wpk1.net
124477	emol.org@ns.Opus1.COM
124482	gnucash.org@fly-by-night.ihtfp.org
124493	wetmee.com@ns2.amerinoc.com
124507	ohgaytube.com@ns1.kindporn.com
124511	learnlayout.com@ns1.lunarservers.com
124513	about.net@sjdns2.about.com
124532	narinmusic128.com@ns3.mydlserver.org
124541	tudobox.com@ns1.hospedia.com.br
124546	lerevechezvous.com@ns303770.ovh.net
124564	youtubemusica.com.mx@ns2.youtubemusica.com.mx
124570	porno-porno.org@ns3.pimpernet.ch
124576	superboletos.com@dns1.superboletos.com
124584	abc.org.uk@ns4.zoneedit.com
124607	mmenu.com@arkaim.su
124612	c28.com@ns3.zoneedit.com
124616	wowchat.net@ns2.wowchat.net
124618	betterbidding.com@ns4.betterbidding.com
124621	bsahercules.com@ns2.webpresenceworld.com
124625	tundrasolutions.com@name3.autoforums.com
124627	livingafterwar.ru@ns2.livingafterwar.ru
124633	mooshikantv.com@ns2.mooshikantv.com
124649	journeymalaysia.com@ns1.wpdns.com
124651	bfa.edu.cn@ns1.bfa.edu.cn
124652	influxfunds.com@ns1.cybercastco.com
124662	linksregion.com@ns4.xlcomhost.com
124665	excite.de@ns4.webservicesrl.com
124671	leaders.com.tn@ns1.leaders.com.tn
124693	fuckinsilly.com@ns2.tub0.com
124696	ruredtube.net@ns1.ruredtube.net
124742	umc.org@ns5.umcom.org
124764	mhcdn.net@dns3.mtgsy.com
124782	canstockphoto.com.br@ns4.zoneedit.com
124795	best-adult-site.net@ns2.best-adult-site.net
124799	edicy.com@ns4.edicy.net
124811	sepaq.com@dns2.sepaq.com
124814	bolalist.com@ns3.pclinehosting.com
124826	biohealthresearch.com@ns1.biohealthresearch.com
124885	nexolocal.com.mx@ns3.indisa.com.ar
124900	filmesparadownloads.com@ns1.nextdns.org
124903	gismeteo.md@ns18.gismeteo.md
124907	xcom.tw@rsdn1.octor.com
124916	loansafe.org@christ.loansafe.org
124932	eeban.com@dns2.idccom.net
124937	polishmywriting.com@ns1.automattic.com
124960	overplay.net@ns2.overplay.net
124961	hentaimangaonline.com@ns2.viewmangaonline.com
124975	lesjoyauxdesherazade.com@ns1.proceau.net
124976	directlinksearch.com@ns2.dnsexit.com
124984	tubemambo.com@ns2.tubemambo.com
124989	norecipes.com@ns2.norecipes.com
124991	news24ua.com@ns02.zonereg.ru
124992	egrmagazine.com@ultra104.uk2.net
124998	chatmihan.ir@ns14.hostbehost.com
125000	bustercontent.com@ns2.bustersgroup.net
125009	to-name.ru@ns1.ip-ip.org
125015	vipmovie13.us@ns1.onngames.com
125019	macgame.com.cn@ns17.zoneedit.com
125026	ceasuridemana.ro@ns2.datasolutions.ro
125039	bancuritari.me@ns2.wdp-gazduire.ro
125043	ptraveler.com@ns2.virtall.com
125055	carnation.in@ns2.net4india.com
125066	eikichiyazawa.com@ns02.it-create.net
125097	dodgetalk.com@name1.autoforums.com
125109	artlib.ru@c1293.colo.hc.ru
125127	cocomeister.jp@ns1.future-s.com
125139	tradecardsonline.com@ns6.zoneedit.co.uk
125142	dvdsinn.com@ns2.dvdsinn.com
125158	net-infinity.net@ns2.net-infinity.net
125167	ptd.com.cn@ns1.3366.net
125168	ias.ac.in@ns1.ias.ac.in
125194	dating-central.net@dns0.mtgsy.com
125198	wp-theme.pro@ns1.fm-theme.com
125212	porevotv.com@ns1.fanatoff.net
125217	autobuyguide.com@ns2.mydnslive.com
125236	ukdirectory.co.uk@ns6.eukhost.com
125249	taconeras.net@ns.taconeras.net
125262	pauta.com.br@ns.brasildirect.com.br
125293	halfpriceshows.com@ns1.insidervlv.com
125299	predatorsystem.com@ns1.gsniper.com
125308	techgiga.com@ns2-kaveri.ewebguru.com
125309	gameanyone.com@ns1.gameanyone.com
125336	byggebolig.no@ns1.proisp.no
125345	premastrologer.com@ns2.maximizehost.net
125351	robertdyas.co.uk@ns2.jjpsolutions.co.uk
125355	hongenwu.cn@ns2.hostingbay.net
125366	socialmedianews.com.au@ns2.socialmedianews.com.au
125370	multimania.co.uk@ns2.conversis.de
125379	bookmark-post.com@ns1.financialbazar.com
125387	live-sec.co.jp@nsn001.i-asp.ne.jp
125390	mscpl.net@a.dnsvr.com
125403	clickworkforce.com@ns2.expertglobalhost.com
125406	gyertyalang.hu@ns2.webtar.hu
125417	directorydudes.com@ns3.agriserver.com
125418	acer.com.my@ns10.localdns.com
125419	searchies.jp@ns.green.ne.jp
125421	sbc.or.kr@ns.sbc.or.kr
125450	moresearch.biz@ns.moresearch.biz
125472	realmomkitchen.com@ns2.myhosting.com
125474	dmasti.pk@ns1.ebonenet.com
125480	cekctube.com@ns2.cekcvideo.com
125482	warnerbros.de@ns.warnerbros.com
125498	thevalkyrie.com@178.239.160.131
125499	srayaneh.com@ns1.srayaneh.com
125524	topcard.co.jp@ns0.forbiz.jp
125526	maxvideo.pl@ns2.maxvideo.pl
125531	lakodoposla.com@ns2.linode.com
125536	videowebtown.com@ns2.tulix.com
125555	wedlinydomowe.pl@ns2.dns-hosting.pl
125578	hellenicseaways.gr@ns1.internet.gr
125626	hamrick.com@ns2.secure.net
125632	sfcollege.edu@ns3.cl.bellsouth.net
125646	swisstennis.ch@dns2.nextage.ch
125658	inbanban.com@ns1.av17hi.com
125675	xhii.com@ns1.sharatjaswal.com
125677	botentekoop.nl@dns2.di.nl
125704	movie2kmovies.com@ns2.globalinternetempires.com
125709	adnet.vn@ns2.vdconline.vn
125721	buhl.de@ns2.buhl-data.com
125738	tanzania.go.tz@dns.udsm.ac.tz
125741	tegra3.ru@ns1.acer-a500.ru
125762	malleries.com@ns2.cjl-a.com
125765	pravozatelebane.com@ns1.infobit.si
125766	gift-rewards.net@ns1.ampedmedia.com
125771	sinoec.net@ns7.dns.net.cn
125777	dreptonline.ro@ns4.wdp-gazduire.ro
125814	nourallah.com@ns4.hoststore.info
125818	lovelykidsthai.com@ns80.hostinglotus.net
125822	punishtube-members.com@dns2.allnetservers.net
125823	1uom.com@ns6.hosting.reg.ru.1uom.com
125837	testbag.com@ns14.goforhosting.com
125850	twishort.com@ns2.1gb.ua
125855	qlwebdemo.com@ns1.qlwebdemo.com
125887	intelligencetest.com@ns2.ee-connect.com
125897	electroniki.gr@ns1.internet.gr
125917	chata.ir@ns2.chata.ir
125924	sec-sonora.gob.mx@sec-sonora.gob.mx
125933	jpj.gov.my@ns1.jpj.gov.my
125944	done4yougiveaway.com@ns.ez-web-hosting.com
125976	kawiforums.com@ns3.verticalscope.com
125993	hotshorturl.com@ns1.easeapps.com
126003	speeditupfree.com@ns1.dn.net
126005	koketa.gr@ns16.bgdns.net
126009	1stroitelny.kz@ns1.sitepark.kz
126010	antikvarium.hu@ns2.solvo.hu
126011	livesexbook.com@ns2.gssblog.com
126030	treugolnik.biz@ns2.arbatek.ru
126036	qaym.com@ns1.qaym.com
126038	eco.de@dns02.pironet-ndh.com
126052	cupsell.pl@ns1.cupsell.com
126067	adskape.ru@ns1.good-dns.com
126079	goldenpages.uz@ns1.goldenpages.uz
126083	herbspro.com@ns3.hypersurf.com
126089	affaires-strategiques.info@ns385671.ovh.net
126091	babybunting.com.au@blaze.awebd.com.au
126100	rosewoodhotels.com@dns2.cyberpub.com
126116	bikerszene.de@janus.quoka.com
126138	bearworld.com@ns1.bearworld.com
126155	guruguru.net@moeru.guruguru.net
126156	adelphi.edu@ns7.adelphi.edu
126172	myforum.ro@ns2.3xmedia.ro
126194	kiss.kz@ns2.mamba.ru
126195	xtu.edu.cn@pdns.xtu.edu.cn
126225	ihome.ir@ns1.ihomeiran.com
126235	free-trialoffers.com@ns1.lunarservers.com
126244	elregionaldelzulia.com@ns2.daycohost.net
126253	ggamez.net@ns2.ggamez.net
126261	puntlandnews24.com@ns2.cliche.dk
126277	homecamtube.com@ns2.amerinoc.com
126279	zawag4ksa.com@ns1.nd-server.com
126290	asianteenssex.com@ns1.asianteenssex.com
126300	promotionrewards.net@ns2.ampedmedia.com
126312	coolase.com@ns1.sixcore.ne.jp
126315	meubleselegance.com@ns2.meubleselegance.com
126329	vwaudiforum.co.uk@ns1.vwaudiforum.com
126332	sinosure.com.cn@ns1.sinosure.com.cn
126358	hqblack.com@ns1.madhost.biz
126367	izbushkaporno.net@ns2.drivers2download.net
126389	mathabhanga.com@ns1.aponbd.net
126394	zona-wifi.com@ns2.losdns.net
126410	adultch.net@nsc2.80code.com
126412	chelsealive.pl@ns1.ciurlala.net
126424	bankiahabitat.es@dnsbk.bankia.com
126430	studentcom.co.uk@ns1.as42689.net
126442	home-affairs.gov.za@ns1.dha.gov.za
126453	toool.ru@ns1.toool.ru
126463	easy.my@ns102.easy.my
126474	translatum.gr@ns1.translatum.gr
126479	angelicdir.com@ns2.webh.pl
126496	kmu.gov.ua@ns.kmu.gov.ua
126506	contraboli.ro@dns4.mxhost.ro
126508	tip-berlin.de@x.ns.berlinonline.de
126511	shoshinsha.com@dns02.cside.jp
126521	cyberfront.co.jp@ns3.whiteboard.co.jp
126527	school-proxy.org@ns3.dneasy.net
126540	daiken.jp@ns2.yasushi.com
126548	ugal.ro@alpha.ugal.ro
126552	ukrainian-sex.com@ns2.ukrainian-sex.com
126560	spiel.de@ns1.muntinternet.net
126565	zhanghouxing.cn@ns1.dns-ez.com
126571	cojestgrane.pl@s02.cjg.pl
126577	telemost-bg.com@ns3.telemost-bg.com
126580	numion.com@ns1.kessels.com
126588	mmo-db.com@ns1.mmo-db.com
126598	vvo-online.de@duck.ibh.net
126608	retailonlineintegration.com@dns2.quonix.net
126613	khhq.net@ns2.linode.com
126635	tubesecret.com@ns2.tubesecret.com
126652	syskay.com@ns7.syskay.com
126666	efbet.com@redirns1.bgdns.net
126675	dialrequest.com@ns2.net4india.com
126698	mirotetov.info@ns1.mirotetov.info
126731	smtp2go.com@ns1.smtp2go.com
126756	kenwoodusa.com@ns3.kenwoodusa.com
126772	poontown.net@ns2.pkdomains.net
126775	topgiveawayblogs.com@ns2.rfehost.com
126834	suvarnanews.tv@ns2.net4india.com
126835	sniper.jp@mayflower.forschooner.net
126842	virtual-beat.com@ns222489.ovh.net
126862	myknobs.com@ns2.securityspace.net
126881	elitesystempro.com@ns2.elitesystempro.com
126913	nagem.com.br@ns1.nagem.com.br
126919	ozhosting.com@nsb.ozhosting.com
126929	veekun.com@ns2.linode.com
126948	tagporn.com@ns1.kindporn.com
126958	visitoslo.com@dns2.powertech.no
126987	itokin.net@ns.primestage.net
126998	my0557.cn@ns5011.01isp.cn
127015	porno-gid.info@ns2.porno-gid.info
127026	pornf5.com@ns2.pornf5.com
127028	amexnetwork.com@gw4.aexp.com
127034	giftgaemall.com@ns28.4gbhost.com
127058	allacademic.com@ns2.feynman.net
127059	smart-loads.com@ns2.smart-loads.com
127083	xiph.org@ns1.ghostscript.com
127086	terre-net.fr@ns0.domaines.isagri.fr
127092	pelte.com@ns14.eapps.com
127107	alertra.com@ns2.alertra.com
127110	dramadownload.net@ns1.dramadownload.net
127115	dpu.edu.tr@ns1.dumlupinar.edu.tr
127127	cartoon-hentai.net@ns1.cartoonsexparty.org
127141	amon.co.jp@ns1.secure.net
127150	pok.com.cn@dns1.3366dns.com
127158	terradoesporte.com.br@dns1.terradoesporte.com.br
127166	sportscardigest.com@ns1.sportscardigest.com
127169	americanexpressfhr.com@gw2.aexp.com
127184	f-1.gr@ns2.onweb.gr
127188	maruzen.co.jp@ns2.maruzen.co.jp
127193	ppe.pl@ns1.ps3site.pl
127199	publipt.biz@ns1.ptbiz.net
127260	bccls.org@ns.bccls.org
127273	ambafrance-dz.org@ns3.oxyd.net
127281	ecigarettedirect.co.uk@dns2.ecigarettedirect.co.uk
127293	dieta.ru@ns1.rusmedserv.com
127298	seawzeed.com@ns12.vps2u.net
127305	brush-up.jp@ns98.tnds-connect.net
127307	interpress.com@ns1.interpress.com
127317	batmanarkhamorigins.com@ns1.dns.turbine.com
127332	freshshemales.com@ns2.11gigs.com
127335	xahu.edu.cn@dns1.xahu.edu.cn
127343	cendriyon.com@ns.sgbd.com
127344	sports365.in@ns1.martjack.com
127346	eil.com@ns0.gradwell.com
127378	madurastetonas.net@ns1.fica-pelosa.com
127385	qp.ru@mx2.qp.ru
127387	hakusensha.co.jp@ns2.hitotsubashi.org
127433	kashan-gsm.com@ns2.dlgsm.com
127490	margaritaville.com@ns2621.ztomy.com
127495	dreambooks.pt@ns2.dreambooksworld.com
127500	tantan.co.jp@ns2.dzndns.com
127527	fyretv.com@w-dns2.wreal.tv
127528	sahamyab.com@ns2.sahamyab.com
127531	tiny-cams.com@ns2.adultwebprojects.com
127545	fullestop.com@ns6.domains321.com
127563	darksmurfsub.com@ns12.zoneedit.com
127597	granduploads.biz@dns1.infernodns.net
127607	bg-zamunda.net@ns2.ox.host1plus.com
127646	onlinethailand.net@bs2.hostinglotus.net
127663	gv.br@fgv082.fgv.br
127679	michelin.com.cn@ns.shuxun.net
127682	bergen.edu@ns.above.net
127699	ratracerebellion.com@ns2.ratracerebellion.net
127700	deepslit.com@ns1.deepslit.com
127709	tvzvezda.ru@ns3.zvezdamedia.ru
127713	blognotions.com@ns2.netline.com
127716	availabilityonline.com@balder.vtweb.com
127756	unicreditgroup.eu@dns1.gruppocredit.it
127762	titter.es@ns1.muntinternet.net
127776	free-midi.org@ns943.dizinc.com
127777	050plus.com@ns2.agilit-hosting.com
127783	gardenwm.com@ns68.hostlife.net
127787	icovia.com@dns4.fujitsucanada.net
127788	4dle.ru@ns1.nick-on.name
127811	zooshock.com@ns1.sexhoster.com
127813	lornajane.com.au@ns2.voipstra.com.au
127818	hanjia688.com@dns1.3366dns.com
127825	rikomagic.co.uk@ns94.hosting24.com
127832	rri.co.id@ns2.rri.co.id
127848	tellmeboss.com@ns14.goforhosting.com
127872	assteenmouth.com@ns5.teencoreclub.com
127889	48invest.com@ns2.cybercastco.com
127891	addictivemedia.co.in@ns1.net4india.com
127909	ladige.it@ns1.ladige.net
127917	joomlablog.ru@ns2.j-host.ru
127932	80millionmoviesfree.com@ns2.80millionmoviesfree.com
127937	techblissonline.com@ns1.techblissonline.com
127945	dgca.gov.kw@ns1.kems.net
127972	rakentaja.fi@ns2.rakentaja.com
127990	infoedge.in@ns2.csiplhosting.net
127991	epratidin.in@ns4c.4cplus.com
127994	sleazeroxx.com@ns82.webmasters.com
128002	email-hsn.com@ns.bigfootinteractive.com
128013	quirks.com@dns1.geonetric.com
128021	habermonitor.com@ns1.habermonitor.com
128027	jeux.org@ns3.actinetwork.com
128046	titlecase.com@ns1.thewebhostserver.com
128055	garbarino.com.ar@ns2.wamnet.com.ar
128060	wmsite.ru@ns2.cmspanel.ru
128064	liveuitslagen.nl@ns2.edrive-hosting.cz
128069	desenvolvimento.gov.br@dns2.mdic.gov.br
128076	wow.lk@ns2.wow.lk
128087	nec.com.cn@idc-ns2.bjtelecom.net
128098	igot.hk@ns8.01isp.net
128117	dirozo.com@ns2.lunarbreeze.com
128143	tg.com.cn@ns4.qeeka.net
128147	smolmama.com@ns1.smolmama.com
128156	npu.com.cn@ns1.marukadns.com
128204	the-female-orgasm.com@ns2.kennersley.com
128210	federationdesigncompany.co.uk@ns2.mainnameserver.com
128219	income.com.sg@secdns.income.com.sg
128225	satcore.info@ns2.1gb.ru
128232	piperata.com@milkyway2.4uhostnet.com
128263	adaoeevatoys.com.br@dns1.adaoeevatoys.com.br
128272	godo.co.kr@ns2.hostbell.com
128275	bigecodirectory.com@ns1.xssl.net
128296	mssociety.org.uk@ns0.sleek.net
128307	smis.jp@ns2.smis.jp
128309	trace.tv@baine.digital-network.net
128315	shuku.net@ns2.yifansoft.com
128316	graphstock.com@ns2.gfxtoolkit.com
128331	uns.edu.ar@ns2.uns.edu.ar
128342	zdn.vn@ns3.sonthuy.com.vn
128354	bazaraki.com@ns1.sohosted39.com
128358	totalwar.org@home2.telefragged.com
128376	hoyennoticias.com@ns2.dnsprincipal.com
128387	saaz-10.com@ns.nonegear.com
128397	tredz.co.uk@dns1.intology.net
128401	critiquecircle.com@ns8.zoneedit.com
128403	theteachingbox.com@ns2.host-care.com
128434	gotbars.com@dns3.blulinx.com
128451	adserve.com@ns4.adserve.com
128457	asca.it@dns1.vhosting-it.com
128462	saglamoyun.com@dns1.markum.net
128465	esciencenews.com@ns2.latestscience.net
128473	mbbook.jp@ns1.nng.jp
128481	psiram.com@ns2.cybercastco.com
128485	qhy.com.cn@ns.dns.net.cn
128510	fleek.org@ns8.prostohosting.net
128539	ptr-vlad.ru@ns.ptr-vlad.ru
128541	domainknack.com@ns1.sedoparking.com
128546	cinefish.bg@ns1.asp.bg
128567	hunbuxlight.com@ns1.hunbux.eu
128569	famouswonders.com@ns2.wprofile.com
128572	iandroid.co.il@ns6.interhost.co.il
128575	florange.ru@ns1.editionsatlas.ch
128580	gotickets.com@ns2.premiereglobalsports.com
128587	britishpapers.co.uk@ns2.ukwebdev.com
128600	tokyubus.co.jp@ns0.forbiz.jp
128608	smallbusinessforums.org@ns1.awebring.com
128613	alpen-group.jp@ns.alpen-group.jp
128620	bhavanskuwait.com@dn1.podc.com
128624	anoixto.net@dns1.papaki.gr
128639	inonu.edu.tr@ns.inonu.edu.tr
128659	labomep.net@ns1.sesamath.fr
128673	canstar.com.au@ns3.canstar.com.au
128687	myfreetextads.com@ns2.simplicityads.com
128742	foxyutils.com@ns2.eselect.org
128747	offbeathome.com@ns1.offbeatempire.com
128763	nuttymp3.com@ns2.nuttymp3.com
128767	iol8.com@dns1.xwatt.com
128769	storelocate.co.uk@ultra102.uk2.net
128779	ktmb.com.my@ns.ktmb.com.my
128809	visitmaine.com@dns2.portlandwebworks.com
128815	hgb.co.in@ns1.net4india.com
128816	bjerwai.com@dns1.idccom.net
128820	istanbul.com@ams.netdirekt.com.tr
